"Species","col_mpa","col_2bp","Group"
"Lancefieldella_rimae",0.000773163,0.000762953,"s13_11"
"Lautropia_dentalis",0.090403095,0.073028138,"s13_11"
"Lautropia_mirabilis",0.057799968,0.031266616,"s13_11"
"Leptotrichia_buccalis",0.002482476,0.003253628,"s13_11"
"Leptotrichia_sp013394795",0.000158451,0.001360912,"s13_11"
"Leptotrichia_trevisanii",0.005840761,0.008668802,"s13_11"
"Mogibacterium_timidum",0.003825094,0.00444773,"s13_11"
"Neisseria_elongata",0.001642325,0.003637223,"s13_11"
"Neisseria_sicca_B",0.030321616,0.005510176,"s13_11"
"Neisseria_sp000090875",0.031417695,0.019600911,"s13_11"
"Neisseria_subflava_C",0.059779345,0.009084175,"s13_11"
"Oribacterium_sp000160135",0.000122584,0.000592542,"s13_11"
"Ottowia_sp001262075",0.001587574,0.002404683,"s13_11"
"Parvimonas_micra",0.010758558,0.01077198,"s13_11"
"Pauljensenia_sp000278725",9.46e-05,0.000540342,"s13_11"
"Peptidiphaga_gingivicola",0.000351294,0.000884138,"s13_11"
"Peptidiphaga_sp000466165",0.000898911,0.002208729,"s13_11"
"Peptoanaerobacter_stomatis",0.000370072,0.002433731,"s13_11"
"Porphyromonas_endodontalis",0.039446606,0.022202386,"s13_11"
"Porphyromonas_pasteri",0.002979352,0.002923934,"s13_11"
"Porphyromonas_sp000467855",0.001788328,0.001249625,"s13_11"
"Prevotella_baroniae",0.001349158,0.001530025,"s13_11"
"Prevotella_conceptionensis",0.001708153,0.002727889,"s13_11"
"Prevotella_denticola",0.000121107,0.001397708,"s13_11"
"Prevotella_intermedia",0.020804507,0.023669782,"s13_11"
"Prevotella_koreensis",0.000361843,0.001277088,"s13_11"
"Prevotella_loescheii",0.000667986,0.00164972,"s13_11"
"Prevotella_melaninogenica",0.000222381,0.000823919,"s13_11"
"Prevotella_nanceiensis",2.91e-05,0.000716165,"s13_11"
"Prevotella_nigrescens",0.003860962,0.004531244,"s13_11"
"Prevotella_oris",0.003531927,0.003535858,"s13_11"
"Prevotella_pleuritidis",0.009010845,0.008814807,"s13_11"
"Prevotella_seregens",0.000327663,0.000980844,"s13_11"
"Pseudoleptotrichia_goodfellowii",0.002896855,0.003112059,"s13_11"
"Rothia_aeria",0.081708098,0.082937638,"s13_11"
"Rothia_dentocariosa",0.013699932,0.020718281,"s13_11"
"Rothia_mucilaginosa",0.033143677,0.011547181,"s13_11"
"SDRW01_sp007845485",0.003006463,0.004810009,"s13_11"
"Selenomonas_sputigena",0.000160245,0.000570175,"s13_11"
"Streptococcus_cristatus",0.003102357,0.005084395,"s13_11"
"Streptococcus_sanguinis",0.027128218,0.030190049,"s13_11"
"Tannerella_forsythia",0.011396689,0.012510206,"s13_11"
"Tannerella_sp002890585",0.000740671,0.001370911,"s13_11"
"Tannerella_sp003033925",0.00222254,0.002956967,"s13_11"
"Treponema_B_denticola",0.002597148,0.004003158,"s13_11"
"Treponema_C_lecithinolyticum",0.001542212,0.001899765,"s13_11"
"Veillonella_parvula_A",0.001556348,0.002945033,"s13_11"
"Veillonella_rogosae",0.005110956,0.004895127,"s13_11"
"Abiotrophia_defectiva",0.000956551,0.000654953,"s13_12"
"Abiotrophia_sp001815865",0.001074364,0.000737448,"s13_12"
"Actinomyces_dentalis",0.000102657,0.000224431,"s13_12"
"Actinomyces_naeslundii",0.000642517,0.001014435,"s13_12"
"Actinomyces_oris",0.000462564,0.000476014,"s13_12"
"Aggregatibacter_kilianii",0.005406782,0.000325891,"s13_12"
"Aggregatibacter_segnis",0.006164385,0.003731036,"s13_12"
"Aggregatibacter_sp000466335",0.001738908,0.00088325,"s13_12"
"Alloprevotella_tannerae",0.001786599,0.001825005,"s13_12"
"Anaeroglobus_geminatus",5.43e-05,0.000238173,"s13_12"
"Arachnia_propionica",0.000236233,0.000813188,"s13_12"
"Bergeyella_A_cardium",0.001433261,0.001519047,"s13_12"
"Bulleidia_extructa",0.000129534,0.000409719,"s13_12"
"Campylobacter_A_rectus",0.0070689,0.005608034,"s13_12"
"Campylobacter_A_showae_A",1.84e-05,0.000319079,"s13_12"
"Campylobacter_B_gracilis",0.00143033,0.000465518,"s13_12"
"Capnocytophaga_gingivalis",0.002327672,0.001850217,"s13_12"
"Capnocytophaga_granulosa",0.002523286,0.002491537,"s13_12"
"Capnocytophaga_leadbetteri",0.001282912,0.001331259,"s13_12"
"Capnocytophaga_ochracea",0.003786294,0.005394145,"s13_12"
"Capnocytophaga_sp000192225",0.000177427,0.000476266,"s13_12"
"Capnocytophaga_sputigena",0.002309687,0.003079496,"s13_12"
"Cardiobacterium_hominis",0.001501261,0.002155354,"s13_12"
"Cardiobacterium_valvarum",0.001045871,0.000804426,"s13_12"
"Catonella_morbi",0.000395372,0.000258228,"s13_12"
"Centipeda_noxia",0.000138426,0.000498217,"s13_12"
"Corynebacterium_matruchotii",0.000431746,0.000630581,"s13_12"
"Cutibacterium_acnes",0.001080124,0.001729656,"s13_12"
"Desulfobulbus_oralis",0.000418005,0.000667415,"s13_12"
"Dialister_invisus",0.002048194,0.003505516,"s13_12"
"Eikenella_corrodens",0.000926744,0.001959444,"s13_12"
"Eubacterium_B_infirmum",0.001062846,0.001361371,"s13_12"
"Eubacterium_M_brachy",0.003249162,0.002740158,"s13_12"
"Eubacterium_N_saphenum",0.002224004,0.002219847,"s13_12"
"F0058_sp000163695",0.012262486,0.008819852,"s13_12"
"Filifactor_alocis",0.006544802,0.00610884,"s13_12"
"Flexilinea_sp001717545",6.97e-05,0.000334392,"s13_12"
"Fretibacterium_fastidiosum",0.001640394,0.001731703,"s13_12"
"Fusobacterium_animalis",0.00434333,0.005748738,"s13_12"
"Fusobacterium_nucleatum_J",0.008008779,0.003888237,"s13_12"
"Fusobacterium_pseudoperiodonticum",0.003875108,0.004346316,"s13_12"
"Fusobacterium_vincentii",0.013447086,0.011787001,"s13_12"
"Gemella_morbillorum",0.000654339,0.000902442,"s13_12"
"Gemella_sanguinis",0.000908456,0.000974196,"s13_12"
"Granulicatella_adiacens",0.001214609,0.00201518,"s13_12"
"Granulicatella_sp001058355",0.00200222,0.001991554,"s13_12"
"Haemophilus_A_paraphrohaemolyticus",0.000132363,0.00025638,"s13_12"
"Haemophilus_A_sputorum",0.002114375,0.002773392,"s13_12"
"Haemophilus_D_parainfluenzae",0.072812871,0.028822629,"s13_12"
"Johnsonella_ignava",0.001411234,0.001412394,"s13_12"
"Johnsonella_sp900766185",7.75e-05,0.000228899,"s13_12"
"Kurthia_gibsonii",3.13e-06,0.000163341,"s13_12"
"Lancefieldella_parvula",5.22e-05,0.000182637,"s13_12"
"Lancefieldella_rimae",0.000333232,0.000302765,"s13_12"
"Lautropia_dentalis",0.082718889,0.077710981,"s13_12"
"Lautropia_mirabilis",0.112502215,0.07002643,"s13_12"
"Leptotrichia_A_sp000469505",0.000840253,0.000795466,"s13_12"
"Leptotrichia_A_sp001274535",0.000634838,0.000950164,"s13_12"
"Leptotrichia_buccalis",0.000797513,0.001039456,"s13_12"
"Mogibacterium_timidum",0.001634938,0.001902912,"s13_12"
"Neisseria_elongata",0.003987162,0.008115271,"s13_12"
"Neisseria_sicca_B",0.068921091,0.01074446,"s13_12"
"Neisseria_sp000090875",0.136934332,0.099536275,"s13_12"
"Neisseria_subflava_C",0.149359696,0.023944416,"s13_12"
"Oribacterium_sp000160135",9.06e-05,0.000279775,"s13_12"
"Ottowia_sp001262075",0.002654538,0.002828711,"s13_12"
"Parvimonas_micra",0.001474687,0.002363054,"s13_12"
"Pauljensenia_sp000185285",2.94e-05,0.000237975,"s13_12"
"Pauljensenia_sp000278725",0.000529048,0.00035324,"s13_12"
"Peptidiphaga_sp000466165",2.94e-05,0.000396127,"s13_12"
"Peptoanaerobacter_stomatis",1.76e-05,0.000704464,"s13_12"
"Peptoanaerobacter_yurii",0.000702535,0.000561441,"s13_12"
"Porphyromonas_catoniae",0.000126301,0.000439846,"s13_12"
"Porphyromonas_endodontalis",0.006788815,0.004232143,"s13_12"
"Porphyromonas_pasteri",0.005048897,0.004090327,"s13_12"
"Porphyromonas_sp000467855",0.000176114,0.000299277,"s13_12"
"Porphyromonas_sp003640335",0.00015631,0.000237754,"s13_12"
"Prevotella_baroniae",8.58e-05,0.000284241,"s13_12"
"Prevotella_buccae",9.24e-05,0.000327028,"s13_12"
"Prevotella_conceptionensis",0.000878952,0.000858602,"s13_12"
"Prevotella_enoeca",0.000404162,0.000626377,"s13_12"
"Prevotella_intermedia",0.006170245,0.008581853,"s13_12"
"Prevotella_koreensis",0.003659791,0.002936735,"s13_12"
"Prevotella_loescheii",0.002201573,0.001908353,"s13_12"
"Prevotella_marshii",4.91e-05,0.000173941,"s13_12"
"Prevotella_micans",0.000293321,0.000431307,"s13_12"
"Prevotella_nanceiensis",3.26e-05,0.000184703,"s13_12"
"Prevotella_nigrescens",0.00075063,0.001135263,"s13_12"
"Prevotella_oris",0.002031118,0.002353795,"s13_12"
"Prevotella_pleuritidis",0.008033534,0.008994493,"s13_12"
"Prevotella_seregens",0.000641203,0.000824952,"s13_12"
"Prevotella_veroralis",0.000213499,0.000359164,"s13_12"
"Pseudoleptotrichia_goodfellowii",0.000472567,0.000774102,"s13_12"
"QFNR01_sp003248485",0.001230371,0.001428799,"s13_12"
"Rothia_aeria",0.0164683,0.020790622,"s13_12"
"Rothia_dentocariosa",0.023317033,0.03558201,"s13_12"
"Rothia_mucilaginosa",0.051976889,0.019817847,"s13_12"
"Selenomonas_sputigena",0.00022815,0.000433974,"s13_12"
"Shuttleworthia_satelles",5.92e-05,0.000103949,"s13_12"
"Slackia_exigua",5.44e-05,0.00030419,"s13_12"
"Streptococcus_constellatus",0.000541375,0.001448815,"s13_12"
"Streptococcus_rubneri",0.000504091,0.000823402,"s13_12"
"Streptococcus_sanguinis",0.047620323,0.020819714,"s13_12"
"Tannerella_forsythia",0.011572177,0.015187755,"s13_12"
"Tannerella_sp002890585",0.00215075,0.002303963,"s13_12"
"Tannerella_sp003033925",0.000167222,0.000620345,"s13_12"
"Treponema_B_denticola",0.001714659,0.002914095,"s13_12"
"Treponema_C_lecithinolyticum",0.001962713,0.002119875,"s13_12"
"Treponema_C_maltophilum",0.000108821,0.0002148,"s13_12"
"Treponema_D_buccale",1.92e-05,0.000172868,"s13_12"
"Treponema_sp010365865",0.000741032,0.001183536,"s13_12"
"Veillonella_parvula_A",0.002132663,0.003357164,"s13_12"
"Veillonella_rogosae",0.001059613,0.000957487,"s13_12"
"W11650_sp002999035",0.001948365,0.001378483,"s13_12"
"Weissella_confusa",0.000157017,0.000369786,"s13_12"
"Actinomyces_graevenitzii",0.001189775,0.001751904,"s13_14"
"Actinomyces_oris",0.000847555,0.001285547,"s13_14"
"Aggregatibacter_segnis",0.008539046,0.005930948,"s13_14"
"Aggregatibacter_sp000466335",0.002100942,0.000973148,"s13_14"
"Allisonella_pneumosintes",0.002555433,0.003737134,"s13_14"
"Alloprevotella_rava",0.000798091,0.000852072,"s13_14"
"Alloprevotella_tannerae",0.006847962,0.006435033,"s13_14"
"Anaeroglobus_geminatus",0.000125385,0.000473814,"s13_14"
"Anaeroglobus_micronuciformis",0.000154143,0.000825521,"s13_14"
"Bulleidia_extructa",0.000825469,0.001460963,"s13_14"
"Campylobacter_A_concisus_T",0.004607026,0.003256211,"s13_14"
"Campylobacter_A_rectus",0.020828936,0.01408342,"s13_14"
"Campylobacter_B_gracilis",0.000316798,0.000231702,"s13_14"
"Capnocytophaga_granulosa",0.000948438,0.001401333,"s13_14"
"Capnocytophaga_leadbetteri",0.001694189,0.002048791,"s13_14"
"Capnocytophaga_ochracea",0.000490726,0.001309958,"s13_14"
"Capnocytophaga_sp000466425",0.00204032,0.001867275,"s13_14"
"Capnocytophaga_sputigena",0.000742071,0.001269363,"s13_14"
"Cardiobacterium_hominis",0.000751848,0.001415183,"s13_14"
"Cardiobacterium_valvarum",0.000416415,0.000476909,"s13_14"
"Catonella_morbi",0.000971329,0.002553885,"s13_14"
"Corynebacterium_matruchotii",0.002740634,0.003159859,"s13_14"
"Desulfobulbus_oralis",0.000892417,0.001142469,"s13_14"
"Dialister_invisus",0.001584564,0.00263701,"s13_14"
"Eikenella_corrodens",0.000194289,0.000813481,"s13_14"
"Eubacterium_B_infirmum",0.00030564,0.000729577,"s13_14"
"Eubacterium_M_brachy",0.01472684,0.013643354,"s13_14"
"F0058_sp000163695",0.00756162,0.004801321,"s13_14"
"F0422_sp001553345",0.000191068,0.003819644,"s13_14"
"F0422_sp003992055",0.000258937,0.001523891,"s13_14"
"Filifactor_alocis",0.048262771,0.039315973,"s13_14"
"Flexilinea_sp001717545",4.7e-05,0.000563597,"s13_14"
"Fretibacterium_fastidiosum",0.005312287,0.004924095,"s13_14"
"Fusobacterium_nucleatum_J",0.028472919,0.035159703,"s13_14"
"Gemella_haemolysans_B",0.006613527,0.005964137,"s13_14"
"Gemella_morbillorum",0.003336154,0.005245034,"s13_14"
"Gemella_sanguinis",0.002337333,0.001931412,"s13_14"
"GN02-873_sp003260345",0.000671901,0.00072816,"s13_14"
"Granulicatella_elegans",0.01104582,0.00348724,"s13_14"
"Granulicatella_sp001058355",0.003730023,0.001772923,"s13_14"
"Haemophilus_A_parahaemolyticus",0.002358498,0.00292708,"s13_14"
"Haemophilus_A_sputorum",0.01315516,0.012856584,"s13_14"
"Haemophilus_D_parainfluenzae",0.021132735,0.00404219,"s13_14"
"JABCPE02_sp013333255",0.001560867,0.001696483,"s13_14"
"JABCPH02_sp013333235",0.003059848,0.002910377,"s13_14"
"Kingella_A_denitrificans",0.000525581,0.000742236,"s13_14"
"Kingella_B_oralis",5.56e-05,0.000359496,"s13_14"
"Lachnoanaerobaculum_orale",9.52e-05,0.000865651,"s13_14"
"Lancefieldella_rimae",0.002188711,0.001706922,"s13_14"
"Lautropia_mirabilis",0.006824841,0.004306898,"s13_14"
"Leptotrichia_A_sp000469505",0.002513216,0.002215464,"s13_14"
"Leptotrichia_A_sp001274535",0.002173642,0.001239605,"s13_14"
"Leptotrichia_buccalis",0.028311299,0.018511433,"s13_14"
"Leptotrichia_hofstadii",0.000996061,0.003884095,"s13_14"
"Leptotrichia_massiliensis",0.008084095,0.003731088,"s13_14"
"Leptotrichia_sp002240055",0.001667272,0.003270999,"s13_14"
"Leptotrichia_trevisanii",0.000840883,0.003454899,"s13_14"
"Leptotrichia_wadei_A",0.007805027,0.007674497,"s13_14"
"Mogibacterium_timidum",0.006789181,0.00794801,"s13_14"
"Neisseria_cinerea",0.005895728,0.006313737,"s13_14"
"Neisseria_elongata",0.000930263,0.001562214,"s13_14"
"Neisseria_sicca_B",0.007842758,0.009582506,"s13_14"
"Neisseria_sp000090875",0.021048417,0.01288357,"s13_14"
"Neisseria_sp002237445",2.59e-05,0.000359759,"s13_14"
"Neisseria_subflava_C",0.053170146,0.005935228,"s13_14"
"Oribacterium_asaccharolyticum",0.001343572,0.002620793,"s13_14"
"Oribacterium_sinus",0.030130643,0.020658679,"s13_14"
"Ottowia_sp001262075",0.00045196,0.000920033,"s13_14"
"Parvimonas_micra",0.004624971,0.004980856,"s13_14"
"Pauljensenia_sp000278725",0.000581831,0.000951616,"s13_14"
"Peptoanaerobacter_stomatis",0.000400081,0.003748805,"s13_14"
"Phocaeicola_abscessus",0.000279067,0.0007761,"s13_14"
"Porphyromonas_catoniae",0.000670061,0.001222448,"s13_14"
"Porphyromonas_endodontalis",0.082795454,0.049222297,"s13_14"
"Porphyromonas_pasteri",0.005027813,0.004213115,"s13_14"
"Porphyromonas_sp003640335",1.77e-05,0.000472981,"s13_14"
"Prevotella_baroniae",0.00687764,0.007655713,"s13_14"
"Prevotella_conceptionensis",0.000593679,0.00141591,"s13_14"
"Prevotella_denticola",0.003410465,0.003932555,"s13_14"
"Prevotella_enoeca",0.000157249,0.00078838,"s13_14"
"Prevotella_histicola",0.003229175,0.003214252,"s13_14"
"Prevotella_intermedia",0.030518415,0.038657382,"s13_14"
"Prevotella_jejuni",0.000943491,0.001846968,"s13_14"
"Prevotella_koreensis",0.012239621,0.010027759,"s13_14"
"Prevotella_loescheii",0.001668077,0.001877554,"s13_14"
"Prevotella_melaninogenica",0.015144636,0.011334883,"s13_14"
"Prevotella_multiformis",0.002223911,0.002587002,"s13_14"
"Prevotella_multisaccharivorax",0.000107785,0.000477457,"s13_14"
"Prevotella_nanceiensis",0.003083314,0.002101707,"s13_14"
"Prevotella_nigrescens",0.008082139,0.009590193,"s13_14"
"Prevotella_oris",0.002773188,0.003116864,"s13_14"
"Prevotella_pallens",0.001993157,0.001981429,"s13_14"
"Prevotella_pleuritidis",0.027163971,0.028955994,"s13_14"
"Prevotella_salivae",0.00028758,0.000906167,"s13_14"
"Prevotella_seregens",0.000122049,0.000620407,"s13_14"
"Prevotella_sp000257925",0.000303109,0.001222624,"s13_14"
"Prevotella_sp000467895",0.003385733,0.002966923,"s13_14"
"Prevotella_sp013333935",0.000801887,0.000975573,"s13_14"
"Pseudoramibacter_alactolyticus",4.66e-05,0.00027294,"s13_14"
"Rothia_aeria",0.00759636,0.008273446,"s13_14"
"Rothia_dentocariosa",0.001105686,0.002205584,"s13_14"
"Rothia_mucilaginosa",0.008721601,0.00694948,"s13_14"
"Rothia_mucilaginosa_A",0.007936394,0.007706916,"s13_14"
"Selenomonas_sputigena",0.000517873,0.000815148,"s13_14"
"Shuttleworthia_satelles",0.000601732,0.000589798,"s13_14"
"Simonsiella_muelleri",0.000413194,0.000335217,"s13_14"
"Streptococcus_parasanguinis_B",0.005332647,0.005579852,"s13_14"
"Streptococcus_salivarius",0.04600182,0.052734369,"s13_14"
"Streptococcus_sanguinis",0.016067076,0.022054091,"s13_14"
"Streptococcus_sinensis",0.000415955,0.001019098,"s13_14"
"Tannerella_forsythia",0.023589241,0.026679581,"s13_14"
"Tannerella_sp003033925",0.00128088,0.001193548,"s13_14"
"Treponema_B_denticola",0.003575996,0.007337362,"s13_14"
"Treponema_C_lecithinolyticum",0.001449977,0.001901579,"s13_14"
"Veillonella_atypica",0.004978234,0.005695109,"s13_14"
"Veillonella_parvula_A",0.001651743,0.003346754,"s13_14"
"Veillonella_rogosae",0.001899636,0.002598896,"s13_14"
"W11650_sp002999035",0.000242832,0.000849437,"s13_14"
"Abiotrophia_sp001815865",0.000627127,0.0007488,"s13_2"
"Aggregatibacter_segnis",0.027676694,0.0178117,"s13_2"
"Aggregatibacter_sp000466335",0.00834516,0.003449556,"s13_2"
"Alloprevotella_tannerae",0.006087918,0.005884193,"s13_2"
"Arachnia_sp013333945",0.001474945,0.001262492,"s13_2"
"Bergeyella_A_cardium",0.000235355,0.000559226,"s13_2"
"Bulleidia_extructa",0.00055027,0.001668343,"s13_2"
"Campylobacter_A_rectus",0.022974072,0.016063832,"s13_2"
"Capnocytophaga_gingivalis",0.00018793,0.000947483,"s13_2"
"Capnocytophaga_leadbetteri",0.000151218,0.001275912,"s13_2"
"Capnocytophaga_ochracea",0.000958267,0.00222318,"s13_2"
"Capnocytophaga_sputigena",0.002168633,0.003721041,"s13_2"
"Cardiobacterium_hominis",0.002519117,0.003325964,"s13_2"
"Corynebacterium_durum",0.000317828,0.001060728,"s13_2"
"Corynebacterium_matruchotii",0.000904082,0.00129055,"s13_2"
"Desulfobulbus_oralis",0.001263823,0.001700776,"s13_2"
"Eikenella_corrodens",0.000450845,0.001692288,"s13_2"
"Eikenella_halliae",0.00119695,0.000886957,"s13_2"
"Eubacterium_M_brachy",0.004072687,0.004074873,"s13_2"
"Eubacterium_N_saphenum",0.019609738,0.013519863,"s13_2"
"F0058_sp000163695",0.002725247,0.002412173,"s13_2"
"Filifactor_alocis",0.018800608,0.013648708,"s13_2"
"Fretibacterium_fastidiosum",0.002793056,0.003103629,"s13_2"
"Fusobacterium_nucleatum_J",0.05060303,0.041004955,"s13_2"
"Fusobacterium_pseudoperiodonticum",0.007426413,0.010350693,"s13_2"
"Fusobacterium_vincentii",0.016987555,0.020602913,"s13_2"
"Gemella_morbillorum",0.003761619,0.004789569,"s13_2"
"GN02-873_sp003260345",0.000963571,0.001622574,"s13_2"
"Granulicatella_adiacens",0.002285738,0.003565014,"s13_2"
"Granulicatella_elegans",0.003346238,0.001155937,"s13_2"
"Haemophilus_A_parahaemolyticus",0.00906516,0.010044677,"s13_2"
"Haemophilus_A_sputorum",0.025889642,0.024710322,"s13_2"
"Haemophilus_D_parainfluenzae",0.06187936,0.045308537,"s13_2"
"JABCPE02_sp013333255",0.004453227,0.003312378,"s13_2"
"Lautropia_dentalis",0.010764436,0.008975645,"s13_2"
"Lautropia_mirabilis",0.041512494,0.026085782,"s13_2"
"Leptotrichia_buccalis",0.001699796,0.002726825,"s13_2"
"Leptotrichia_trevisanii",0.000655416,0.002929199,"s13_2"
"Mogibacterium_timidum",0.002920666,0.003589719,"s13_2"
"Neisseria_elongata",0.011392603,0.012406111,"s13_2"
"Neisseria_mucosa",0.032888402,0.012805598,"s13_2"
"Neisseria_sicca_B",0.023045313,0.003625438,"s13_2"
"Neisseria_sp000090875",0.051536129,0.037039543,"s13_2"
"Neisseria_subflava_C",0.119040393,0.016031373,"s13_2"
"Parvimonas_micra",0.002376323,0.004441978,"s13_2"
"Pauljensenia_sp000278725",0.000243779,0.000630266,"s13_2"
"Porphyromonas_catoniae",0.001581026,0.002383506,"s13_2"
"Porphyromonas_endodontalis",0.007073849,0.003859476,"s13_2"
"Porphyromonas_gingivalis",0.070816287,0.07881328,"s13_2"
"Porphyromonas_pasteri",0.013543348,0.011849955,"s13_2"
"Porphyromonas_sp000467855",0.009674191,0.004995146,"s13_2"
"Porphyromonas_sp003640335",0.001690123,0.00179831,"s13_2"
"Prevotella_baroniae",0.00018325,0.000713895,"s13_2"
"Prevotella_conceptionensis",0.001046772,0.001814958,"s13_2"
"Prevotella_enoeca",0.000275499,0.000967339,"s13_2"
"Prevotella_intermedia",0.008599443,0.013492395,"s13_2"
"Prevotella_koreensis",0.000238787,0.001137049,"s13_2"
"Prevotella_melaninogenica",0.000294115,0.001220159,"s13_2"
"Prevotella_oris",0.004073623,0.004247016,"s13_2"
"Prevotella_pleuritidis",0.003113796,0.003924284,"s13_2"
"Prevotella_seregens",0.001673379,0.002273057,"s13_2"
"Rothia_aeria",0.061844103,0.062739861,"s13_2"
"Rothia_dentocariosa",0.003077603,0.006163806,"s13_2"
"Rothia_mucilaginosa",0.010880501,0.005186057,"s13_2"
"Streptococcus_cristatus",0.003754963,0.006675774,"s13_2"
"Streptococcus_sanguinis",0.024194734,0.014347296,"s13_2"
"Tannerella_forsythia",0.022351417,0.024288024,"s13_2"
"Treponema_B_denticola",0.002610118,0.004348741,"s13_2"
"Treponema_C_lecithinolyticum",0.005502183,0.003985556,"s13_2"
"Treponema_C_maltophilum",0.000122409,0.00047912,"s13_2"
"Veillonella_rogosae",0.001988711,0.002315229,"s13_2"
"W11650_sp002999035",0.0024277,0.001627648,"s13_2"
"W5053_sp000467935",0.004453747,0.002931537,"s13_2"
"Abiotrophia_defectiva",0.000246124,0.000292489,"s13_6"
"Abiotrophia_sp001815865",0.000834415,0.000410009,"s13_6"
"Actinomyces_dentalis",0.001271693,0.000617363,"s13_6"
"Actinomyces_gerencseriae",0.000491418,0.000484844,"s13_6"
"Actinomyces_graevenitzii",0.000877251,0.000733534,"s13_6"
"Actinomyces_israelii",2.28e-06,5.23803e-05,"s13_6"
